,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,ssd,hdd,flash,hybrid,Resolution,PPI
880,HP,2 in 1 Convertible,13.3,Intel,4.0,Intel HD,Windows 10,1.28,90576.0,256,0,0,0,1920x1080,165.63
881,HP,2 in 1 Convertible,15.6,Intel,4.0,Intel HD,Windows 10,2.3,36486.14399999999,0,500,0,0,1366x768,100.45
882,Asus,Notebook,14.1,Intel,4.0,Intel HD,Windows 10,1.65,18541.44,0,0,32,0,1366x768,111.14
883,Lenovo,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.2,35644.32,0,1024,0,0,1920x1080,141.21
884,Dell,Notebook,15.6,Intel,4.0,Intel,Windows 10,2.2,19660.32,0,500,0,0,1366x768,100.45
885,HP,2 in 1 Convertible,13.3,Intel,4.0,Intel HD,Windows 10,1.28,95850.72,256,0,0,0,1920x1080,165.63
886,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Linux,2.18,24279.696,0,1024,0,0,1366x768,100.45
887,Asus,Gaming,17.3,Intel,12.0,Nvidia GeForce,Windows 10,2.2,72988.272,128,1024,0,0,1920x1080,127.34
888,Acer,Netbook,11.6,Intel,4.0,Intel HD,Chrome OS,1.25,15824.16,0,0,32,0,1366x768,135.09
889,Lenovo,Notebook,17.3,AMD,4.0,AMD,Windows 10,2.8,20193.12,0,500,0,0,1600x900,106.11
890,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.95,67399.2,128,0,0,0,1920x1080,157.35
891,HP,2 in 1 Convertible,13.3,Intel,16.0,Intel HD,Windows 10,1.42,74538.72,256,0,0,0,3200x1800,276.05
892,Samsung,Ultrabook,15.0,Intel,8.0,Intel HD,Windows 10,1.17,90522.72,256,0,0,0,1920x1080,146.86
893,Lenovo,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.32,95850.72,256,0,0,0,1920x1080,157.35
894,MSI,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,2.43,141138.72,512,2048,0,0,3840x2160,254.67
895,Toshiba,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.05,78588.0,256,0,0,0,1920x1080,165.63
896,Dell,Gaming,15.6,Intel,8.0,Nvidia GeForce,Linux,2.62,49497.12,0,1024,0,0,1920x1080,141.21
897,HP,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.04,47952.0,0,1024,0,0,1920x1080,141.21
898,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Windows 10,2.18,32713.92,0,1024,0,0,1366x768,100.45
899,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.9,49816.8,0,500,0,0,1920x1080,141.21
900,Dell,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.24,107257.968,512,0,0,0,3200x1800,276.05
901,Asus,Gaming,17.3,Intel,32.0,Nvidia GeForce,Windows 10,3.58,68145.12,512,0,0,0,1920x1080,127.34
902,Dell,2 in 1 Convertible,13.3,Intel,16.0,Intel HD,Windows 10,1.22,87858.72,256,0,0,0,1920x1080,165.63
903,Lenovo,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.13,109170.72,0,0,256,0,1920x1080,157.35
904,Lenovo,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.95,104588.1072,512,0,0,0,1920x1080,141.21
905,LG,Ultrabook,15.6,Intel,16.0,Intel HD,Windows 10,1.08,111834.72,512,0,0,0,1920x1080,141.21
906,HP,Netbook,12.5,Intel,8.0,Intel HD,Windows 10,1.26,79014.23999999999,512,0,0,0,1920x1080,176.23
907,Acer,Notebook,15.6,Intel,4.0,Intel,Chrome OS,2.2,19127.52,0,0,16,0,1920x1080,141.21
908,Lenovo,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.6,42037.92,128,1024,0,0,1920x1080,141.21
909,LG,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,0.98,101178.72,512,0,0,0,1920x1080,157.35
910,Dell,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.6,64202.4,256,0,0,0,1920x1080,157.35
912,Lenovo,Notebook,15.6,Intel,6.0,Nvidia,Windows 10,2.2,42037.92,256,0,0,0,1920x1080,141.21
913,HP,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.04,54291.78719999999,256,0,0,0,1920x1080,141.21
914,Acer,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.4,26586.72,0,1024,0,0,1920x1080,141.21
915,Lenovo,Notebook,13.3,Intel,4.0,Intel HD,Windows 10,1.44,46939.68,128,0,0,0,1920x1080,165.63
916,HP,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.49,51148.8,256,0,0,0,1920x1080,165.63
917,MSI,Gaming,17.3,Intel,16.0,Nvidia GeForce GTX,Windows 10,2.7,85194.72,256,1024,0,0,1920x1080,127.34
918,Dell,Gaming,15.6,Intel,16.0,Nvidia GeForce GTX,Windows 10,2.6,71874.72,128,1024,0,0,1920x1080,141.21
919,MSI,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.2,59668.804800000005,128,1024,0,0,1920x1080,141.21
920,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Windows 10,2.18,36496.2672,0,1024,0,0,1366x768,100.45
921,HP,Ultrabook,15.6,Intel,8.0,AMD Radeon,Windows 10,1.84,69103.62719999999,256,0,0,0,1920x1080,141.21
922,HP,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.39,61218.72,256,0,0,0,3200x1800,276.05
923,Toshiba,Notebook,15.6,Intel,16.0,Nvidia,Windows 10,2.4,105228.0,256,0,0,0,1920x1080,141.21
924,Lenovo,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.37,97236.0,512,0,0,0,1920x1080,165.63
925,Dell,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.95,38889.072,0,500,0,0,1366x768,100.45
926,Lenovo,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 10,1.36,87912.0,256,0,0,0,1920x1080,176.23
927,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.31,62071.2,256,0,0,0,1920x1080,141.21
928,Dell,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.18,37725.4368,0,1024,0,0,1366x768,100.45
929,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.95,61218.72,0,500,0,0,1366x768,111.94
930,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.2,16463.52,0,1024,0,0,1366x768,100.45
931,HP,Ultrabook,12.5,Intel,4.0,Intel HD,Windows 10,1.26,84129.12,0,500,0,0,1920x1080,176.23
932,HP,Notebook,15.6,Intel,4.0,Intel HD,No OS,1.86,15392.592,0,1024,0,0,1366x768,100.45
933,Lenovo,2 in 1 Convertible,13.3,Intel,16.0,Intel Iris,Windows 10,1.3,95850.72,1024,0,0,0,3200x1800,276.05
934,Toshiba,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.47,58874.4,128,0,0,0,1920x1080,157.35
935,HP,Netbook,12.5,Intel,8.0,Intel HD,Windows 10,1.26,88924.31999999999,256,0,0,0,1920x1080,176.23
936,Dell,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.18,29762.208,0,1024,0,0,1366x768,100.45
937,MSI,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.2,63882.72,128,1024,0,0,1920x1080,141.21
938,Dell,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.36,87325.92,256,0,0,0,1920x1080,157.35
939,Dell,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.36,146946.24,512,1024,0,0,2560x1440,169.78
940,HP,Gaming,17.3,Intel,8.0,Nvidia GeForce,Windows 10,2.75,74538.72,128,1024,0,0,1920x1080,127.34
941,Asus,Notebook,17.3,Intel,4.0,Nvidia,Windows 10,2.8,28238.4,0,1024,0,0,1600x900,106.11
942,Acer,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.23,32980.32,0,500,0,0,1366x768,100.45
943,Toshiba,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.2,59620.32,256,0,0,0,1366x768,100.45
944,Lenovo,2 in 1 Convertible,11.3,Intel,8.0,Intel HD,Windows 10,1.1,69210.72,256,0,0,0,1920x1080,194.95
945,Lenovo,Gaming,15.6,AMD,16.0,AMD Radeon,Windows 10,2.5,53226.72,512,1024,0,0,1920x1080,141.21
946,Dell,Ultrabook,12.5,Intel,8.0,Intel,Windows 10,1.36,78438.816,256,0,0,0,1920x1080,176.23
947,Lenovo,Notebook,15.6,Intel,8.0,Nvidia,No OS,2.2,36496.8,0,1024,0,0,1920x1080,141.21
948,Dell,Notebook,17.3,Intel,4.0,AMD Radeon,Windows 10,2.36,35111.52,0,1024,0,0,1600x900,106.11
949,Acer,Notebook,14.0,Intel,4.0,Intel HD,Chrome OS,1.68,18594.72,0,0,32,0,1366x768,111.94
950,HP,Workstation,15.6,Intel,8.0,Nvidia,Windows 10,2.0,119826.72,8,0,0,0,1920x1080,141.21
951,Dell,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.36,94572.0,256,0,0,0,1920x1080,157.35
952,Toshiba,Notebook,13.3,Intel,8.0,Intel HD,Windows 7,1.2,77788.8,256,0,0,0,1920x1080,165.63
953,Asus,2 in 1 Convertible,12.5,Intel,8.0,Intel HD,Chrome OS,1.2,61751.52,0,0,64,0,1920x1080,176.23
954,Lenovo,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.7,79333.3872,256,0,0,0,1920x1080,157.35
955,Dell,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.36,168045.12,512,1024,0,0,3840x2160,254.67
956,Dell,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.24,101178.72,256,0,0,0,1920x1080,165.63
957,HP,2 in 1 Convertible,11.6,Intel,4.0,Intel HD,Windows 10,1.45,41292.0,256,0,0,0,1366x768,135.09
958,Dell,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.3,67559.04,256,0,0,0,3200x1800,276.05
959,Acer,2 in 1 Convertible,11.6,Intel,4.0,Intel HD,Chrome OS,1.25,20725.92,0,0,32,0,1366x768,135.09
960,Toshiba,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.2,81784.8,256,0,0,0,1920x1080,165.63
961,Lenovo,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 10,1.36,93772.8,256,0,0,0,1920x1080,176.23
962,Acer,Notebook,15.6,Intel,12.0,Nvidia GeForce,Windows 10,2.4,53759.52,128,1024,0,0,1920x1080,141.21
963,Toshiba,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 10,1.1,95371.2,512,0,0,0,1920x1080,176.23
964,HP,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.04,45101.52,0,1024,0,0,1366x768,100.45
965,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Linux,2.25,24808.2336,0,1024,0,0,1366x768,100.45
966,Dell,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.9,43956.0,0,500,0,0,1366x768,100.45
967,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.04,36496.8,0,500,0,0,1920x1080,141.21
968,Dell,Gaming,17.3,Intel,32.0,Nvidia GeForce,Windows 10,4.42,167778.72,256,1024,0,0,1920x1080,127.34
969,Lenovo,Notebook,15.6,Intel,6.0,Nvidia,Windows 10,2.4,37029.6,256,0,0,0,1920x1080,141.21
970,Dell,2 in 1 Convertible,13.3,Intel,16.0,Intel HD,Windows 10,1.22,101178.72,512,0,0,0,3200x1800,276.05
971,Dell,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.5,104587.57439999998,256,0,0,0,2560x1440,209.8
972,Dell,Gaming,17.3,Intel,32.0,Nvidia GeForce,Windows 10,4.42,149184.0,256,1024,0,0,1920x1080,127.34
973,Toshiba,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.95,62870.4,256,0,0,0,1920x1080,157.35
974,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,2.73,109218.672,256,1024,0,0,1920x1080,127.34
975,HP,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.04,52161.12,128,1024,0,0,1920x1080,141.21
976,Lenovo,Notebook,14.0,Intel,4.0,Intel HD,Windows 7,1.7,53386.56,0,0,0,508,1366x768,111.94
977,Asus,2 in 1 Convertible,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.3,95850.72,512,2048,0,0,3840x2160,282.42
978,HP,Notebook,15.6,Intel,6.0,Intel HD,Windows 10,2.04,30849.12,0,1024,0,0,1366x768,100.45
979,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce GTX,Windows 10,2.99,93186.72,256,1024,0,0,1920x1080,127.34
980,Dell,2 in 1 Convertible,15.6,Intel,12.0,Intel HD,Windows 10,2.19,69210.72,512,0,0,0,1920x1080,141.21
981,Toshiba,Notebook,13.3,Intel,4.0,Intel HD,Windows 7,1.2,63669.6,128,0,0,0,1920x1080,165.63
982,Lenovo,Notebook,15.6,AMD,6.0,AMD,Windows 10,2.2,29250.72,256,0,0,0,1920x1080,141.21
983,Fujitsu,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.3,34578.72,256,0,0,0,1366x768,100.45
984,Toshiba,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.75,48751.2,0,500,0,0,1366x768,111.94
985,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Windows 10,2.25,31914.72,0,500,0,0,1366x768,100.45
986,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.04,42943.68,0,1024,0,0,1920x1080,141.21
987,Lenovo,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.5,63349.92,128,1024,0,0,1920x1080,141.21
988,Dell,Notebook,15.6,Intel,8.0,AMD Radeon,Windows 10,2.36,39906.72,0,1024,0,0,1366x768,100.45
989,Dell,Notebook,14.0,Intel,8.0,Intel HD Graphics,Windows 10,1.6,59620.32,128,0,0,0,1920x1080,157.35
990,HP,Netbook,12.5,Intel,8.0,Intel HD,Windows 10,0.97,101658.24,512,0,0,0,1920x1080,176.23
991,HP,Notebook,15.6,Intel,4.0,AMD,Windows 10,2.1,26586.72,128,1024,0,0,1920x1080,141.21
992,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,No OS,1.9,14418.6336,128,0,0,0,1366x768,100.45
993,Lenovo,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.3,71874.72,256,0,0,0,1920x1080,141.21
994,Dell,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.68,47365.92,256,0,0,0,1920x1080,165.63
995,Asus,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.4,61272.0,256,0,0,0,3200x1800,276.05
996,HP,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.11,71874.72,256,0,0,0,1920x1080,165.63
997,Acer,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.4,20246.4,0,500,0,0,1366x768,100.45
998,Asus,Gaming,15.6,Intel,16.0,Nvidia GeForce GTX,Windows 10,2.5,95850.72,256,1024,0,0,1920x1080,141.21
999,HP,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.48,111301.92,512,0,0,0,1920x1080,157.35
1000,Acer,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.7,67132.8,128,1024,0,0,1920x1080,141.21
1001,HP,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.34,63349.92,256,0,0,0,1920x1080,165.63
1002,Dell,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.18,29144.16,128,0,0,0,1366x768,100.45
1003,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.64,41505.12,0,500,0,0,1366x768,111.94
1004,Toshiba,Notebook,13.3,Intel,4.0,Intel HD,Windows 10,1.2,63669.6,128,0,0,0,1920x1080,165.63
1005,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.48,58607.46719999999,256,0,0,0,1366x768,111.94
1006,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.95,64202.4,256,0,0,0,1920x1080,157.35
1007,HP,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 7,1.43,77202.72,256,0,0,0,1920x1080,157.35
1008,HP,Notebook,14.0,Intel,8.0,Nvidia,Windows 10,1.64,55904.5728,256,0,0,0,1920x1080,157.35
1009,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.64,36443.52,0,500,0,0,1366x768,111.94
1010,Dell,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.65,50562.72,0,0,0,1024,1920x1080,141.21
1011,HP,Ultrabook,12.5,Intel,4.0,Intel HD,Windows 10,1.26,81997.92,0,500,0,0,1920x1080,176.23
1012,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.48,84715.2,256,0,0,0,1920x1080,157.35
1013,HP,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.54,100550.5488,256,0,0,0,1920x1080,157.35
1014,HP,Notebook,13.3,Intel,4.0,Intel HD,Windows 10,1.49,42624.0,0,500,0,0,1366x768,117.83
1015,Toshiba,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.5,64468.8,256,0,0,0,1366x768,117.83
1016,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.04,41025.0672,256,0,0,0,1366x768,100.45
1017,Lenovo,Notebook,17.3,Intel,16.0,Nvidia,Windows 7,2.4,158135.04,512,0,0,0,3840x2160,254.67
1018,Toshiba,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.47,79387.2,256,0,0,0,1920x1080,157.35
1019,HP,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.43,118761.12,256,0,0,0,1920x1080,157.35
1020,Dell,2 in 1 Convertible,15.6,Intel,4.0,Intel HD,Windows 10,2.08,42410.3472,0,1024,0,0,1920x1080,141.21
1021,Toshiba,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.2,84715.2,256,0,0,0,1920x1080,165.63
1022,HP,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.11,61218.72,256,0,0,0,1920x1080,165.63
1023,HP,Notebook,14.0,Intel,8.0,Nvidia,Windows 10,1.64,63159.7104,256,0,0,0,1920x1080,157.35
1024,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.09,55754.3232,0,500,0,0,1920x1080,141.21
1025,HP,Ultrabook,12.5,Intel,4.0,Intel HD,Windows 10,1.26,83063.52,256,0,0,0,1366x768,125.37
1026,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,2.31,63349.92,0,500,0,0,1366x768,111.94
1027,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.95,56476.8,0,500,0,0,1366x768,111.94
1028,Dell,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.29,86526.72,256,0,0,0,3200x1800,276.05
1029,HP,Notebook,17.3,Intel,8.0,Nvidia,Windows 10,2.63,57542.4,256,0,0,0,1920x1080,127.34
1030,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.64,51841.44,256,0,0,0,1366x768,111.94
1031,Acer,Notebook,15.6,AMD,6.0,AMD,Windows 10,2.1,21791.52,0,1024,0,0,1366x768,100.45
1032,MSI,Gaming,17.3,Intel,8.0,Nvidia GeForce,Windows 10,2.7,63499.10399999999,128,1024,0,0,1920x1080,127.34
1033,HP,Notebook,14.0,Intel,8.0,Intel HD,Windows 7,1.95,63669.6,256,0,0,0,1920x1080,157.35
1034,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.84,65480.5872,256,0,0,0,1920x1080,141.21
1035,HP,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 10,1.26,71874.72,256,0,0,0,1920x1080,176.23
1036,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.04,39533.76,0,500,0,0,1366x768,100.45
1037,Toshiba,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.47,91908.0,256,0,0,0,1920x1080,157.35
1038,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 7,2.09,56633.976,256,0,0,0,1920x1080,141.21
1039,HP,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.64,53839.9728,256,0,0,0,1920x1080,157.35
1040,Lenovo,2 in 1 Convertible,15.6,Intel,4.0,Intel HD,Windows 10,1.8,45128.16,256,0,0,0,1920x1080,141.21
1041,Vero,Notebook,14.0,Intel,2.0,Intel HD,Windows 10,1.45,11231.424,0,0,32,0,1366x768,111.94
1042,Toshiba,Notebook,15.6,Intel,16.0,Nvidia,Windows 10,2.4,75924.0,256,0,0,0,1920x1080,141.21
1043,Lenovo,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.3,55922.688,256,0,0,0,1920x1080,141.21
1044,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.54,53280.0,0,500,0,0,1920x1080,157.35
1045,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.84,112065.9552,256,500,0,0,1920x1080,141.21
1046,HP,Notebook,14.0,Intel,8.0,Intel HD,Windows 7,1.43,78268.31999999999,256,0,0,0,1920x1080,157.35
1047,MSI,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,3.78,82351.6992,256,1024,0,0,1920x1080,127.34
1048,Lenovo,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.6,122010.66719999998,128,1024,0,0,1920x1080,127.34
1049,Asus,Netbook,11.6,Intel,4.0,Intel HD,Chrome OS,1.2,15339.311999999998,0,0,16,0,1366x768,135.09
1050,Lenovo,Notebook,14.0,Intel,16.0,Intel HD,Windows 7,1.1,139593.6,256,0,0,0,2560x1440,209.8
1051,HP,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,1.91,52161.12,0,1024,0,0,1920x1080,141.21
1052,Dell,2 in 1 Convertible,15.6,Intel,8.0,Intel HD,Windows 10,2.3,58288.32,256,0,0,0,1920x1080,141.21
1053,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.04,52161.12,256,0,0,0,1366x768,100.45
1054,Dell,Ultrabook,13.3,Intel,16.0,Intel HD,Windows 10,1.2,120093.12,1024,0,0,0,3200x1800,276.05
1055,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.31,37570.392,0,500,0,0,1366x768,100.45
1056,HP,Notebook,15.6,Intel,4.0,Intel HD,No OS,1.96,26586.72,0,500,0,0,1366x768,100.45
1057,Acer,Notebook,15.6,AMD,8.0,AMD,Windows 10,2.4,23922.72,0,1024,0,0,1366x768,100.45
1058,Dell,2 in 1 Convertible,13.3,Intel,12.0,Intel HD,Windows 10,1.6,69210.72,256,0,0,0,1920x1080,165.63
1059,MSI,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.94,96916.32,256,1024,0,0,1920x1080,141.21
1060,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.04,57009.6,256,0,0,0,1920x1080,141.21
1061,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce,No OS,4.0,53173.44,0,1024,0,0,1920x1080,127.34
1062,Dell,Notebook,15.6,Intel,4.0,Intel,Windows 10,2.25,29783.52,0,1024,0,0,1920x1080,141.21
1063,Dell,Notebook,15.6,Intel,16.0,AMD Radeon,Windows 10,2.32,52746.6672,0,2048,0,0,1920x1080,141.21
1064,MSI,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,1.8,102777.12,256,1024,0,0,1920x1080,141.21
1065,Dell,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.29,77682.23999999999,256,0,0,0,1920x1080,165.63
1067,Dell,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.62,42517.9728,256,0,0,0,1920x1080,165.63
1068,Dell,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,3.21,70809.12,256,1024,0,0,3840x2160,282.42
1069,Apple,Ultrabook,12.0,Intel,8.0,Intel HD,Mac OS X,0.92,69264.0,0,0,256,0,2304x1440,226.42
1070,Dell,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.06,25679.8944,0,500,0,0,1366x768,100.45
1071,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.31,63882.72,0,500,0,0,1366x768,100.45
1072,HP,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 7,1.26,63882.72,256,0,0,0,1920x1080,176.23
1073,HP,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.49,58075.2,256,0,0,0,1920x1080,165.63
1074,Lenovo,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 10,1.3,91294.7472,256,0,0,0,1920x1080,176.23
1075,Lenovo,Notebook,17.3,Intel,8.0,AMD Radeon,Windows 10,3.0,35111.52,0,1024,0,0,1600x900,106.11
1076,Lenovo,Notebook,15.6,Intel,4.0,Nvidia GeForce,Windows 10,2.3,52054.56,0,1024,0,0,1920x1080,141.21
1077,MSI,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,3.78,133146.72,256,1024,0,0,1920x1080,127.34
1078,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.1,28771.2,0,500,0,0,1366x768,100.45
1079,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 7,2.31,50083.2,0,500,0,0,1920x1080,141.21
1080,Lenovo,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 10,0.99,74538.72,512,0,0,0,2560x1440,234.98
1081,Lenovo,Gaming,17.3,Intel,32.0,Nvidia GeForce,Windows 10,4.6,172627.19999999998,512,0,0,1024,1920x1080,127.34
1082,Lenovo,2 in 1 Convertible,10.1,Intel,4.0,Intel HD,Windows 10,0.69,34433.2656,0,0,64,0,1920x1200,224.17
1084,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.18,39960.0,256,0,0,0,1920x1080,141.21
1085,HP,Notebook,14.0,Intel,4.0,Intel HD,Windows 7,1.54,54931.14719999999,0,500,0,0,1920x1080,157.35
1086,HP,Workstation,15.6,Intel,8.0,AMD,Windows 7,1.9,79653.59999999999,256,0,0,0,1920x1080,141.21
1087,Lenovo,Notebook,14.0,Intel,8.0,Intel HD,Windows 7,1.7,63882.72,180,0,0,0,1920x1080,157.35
1088,HP,Notebook,13.3,Intel,4.0,Intel HD,Chrome OS,1.29,32767.2,0,0,32,0,3200x1800,276.05
1089,Acer,Notebook,15.6,AMD,4.0,AMD,Windows 10,2.4,20619.36,0,500,0,0,1366x768,100.45
1090,Dell,Notebook,15.6,Intel,4.0,Intel,Linux,2.2,20965.1472,0,500,0,0,1366x768,100.45
1091,HP,Notebook,15.6,Intel,4.0,Intel HD,No OS,1.86,18434.3472,0,1024,0,0,1366x768,100.45
1092,Asus,Gaming,17.3,Intel,8.0,Nvidia GeForce,Windows 10,2.7,85194.72,256,1024,0,0,1920x1080,127.34
1093,Dell,Ultrabook,13.3,Intel,4.0,AMD,Windows 10,1.4,43601.688,256,0,0,0,1920x1080,165.63
1094,HP,Netbook,12.5,Intel,4.0,Intel HD,Windows 7,2.4,85194.72,128,0,0,0,1366x768,125.37
1095,Acer,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.4,42570.72,256,1024,0,0,1920x1080,141.21
1096,Dell,Notebook,15.6,Intel,8.0,AMD Radeon,Windows 10,2.36,34035.264,0,1024,0,0,1920x1080,141.21
1097,MSI,Gaming,17.3,Intel,8.0,Nvidia GeForce,Windows 10,2.6,85194.72,256,0,0,0,1920x1080,127.34
